v1.2.0_Initiation:False-Batch:10-LR:0.0001-Loss:0-Opti:0-Mom:(0.85, 0.95)_
https://app.neptune.ai/joao.d.oliveira/computer-vision-runs/e/COM1-32
Epoch:    1, Batch:  340, Cur. Loss: 0.27035, Avg. Loss: 0.33328 val-loss: 0.42 (MAE) 0.138(MAE-Smooth) 0.287(MSE)
Epoch:    2, Batch:  340, Cur. Loss: 0.24192, Avg. Loss: 0.27153 val-loss: 0.242(MAE) 0.054(MAE-Smooth) 0.116(MSE)
Epoch:    3, Batch:  340, Cur. Loss: 0.21316, Avg. Loss:  0.2259 val-loss: 0.186(MAE) 0.037(MAE-Smooth) 0.078(MSE)
Epoch:    4, Batch:  340, Cur. Loss: 0.18268, Avg. Loss: 0.18527 val-loss: 0.172(MAE) 0.034(MAE-Smooth) 0.081(MSE)
Epoch:    5, Batch:  340, Cur. Loss: 0.14067, Avg. Loss:  0.1619 val-loss: 0.145(MAE) 0.025(MAE-Smooth) 0.054(MSE)
Epoch:    6, Batch:  340, Cur. Loss: 0.20616, Avg. Loss: 0.15243 val-loss: 0.14 (MAE) 0.023(MAE-Smooth) 0.047(MSE)
Epoch:    7, Batch:  340, Cur. Loss: 0.13496, Avg. Loss:  0.1416 val-loss: 0.125(MAE) 0.021(MAE-Smooth) 0.055(MSE)
Epoch:    8, Batch:  340, Cur. Loss: 0.08212, Avg. Loss: 0.13027 val-loss: 0.12 (MAE) 0.02 (MAE-Smooth) 0.051(MSE)
Epoch:    9, Batch:  340, Cur. Loss: 0.17673, Avg. Loss: 0.12598 val-loss: 0.113(MAE) 0.019(MAE-Smooth) 0.042(MSE)
Epoch:   10, Batch:  340, Cur. Loss: 0.11895, Avg. Loss: 0.11801 val-loss: 0.113(MAE) 0.018(MAE-Smooth) 0.046(MSE)
Epoch:   11, Batch:  340, Cur. Loss: 0.09322, Avg. Loss: 0.11366 val-loss: 0.102(MAE) 0.013(MAE-Smooth) 0.025(MSE)
Epoch:   12, Batch:  340, Cur. Loss: 0.14286, Avg. Loss:  0.1082 val-loss: 0.101(MAE) 0.013(MAE-Smooth) 0.029(MSE)
Epoch:   13, Batch:  340, Cur. Loss: 0.09902, Avg. Loss: 0.10148 val-loss: 0.111(MAE) 0.014(MAE-Smooth) 0.03 (MSE)
Epoch:   14, Batch:  340, Cur. Loss: 0.09421, Avg. Loss: 0.10023 val-loss: 0.091(MAE) 0.011(MAE-Smooth) 0.025(MSE)
